ds,yhat,yhat_lower,yhat_upper
2024-03-08,48237.8230285295,19502.505937873055,76736.97455008466
2024-03-09,51036.40541649533,25253.007053570553,79733.52758625963
2024-03-10,51549.46418832518,23160.78532707478,81637.23627027188
2024-03-11,53787.98003839558,25234.32179327278,80531.51251041709
2024-03-12,55606.82382643258,26808.023588847147,82475.68719131392
2024-03-13,57107.47734407075,27425.379937791404,85393.88765170783
2024-03-14,56135.327536718185,27149.823509699047,83256.3843009428
2024-03-15,54677.630083255084,26512.820483434058,83214.38513477682
2024-03-16,54476.0634339802,25589.0906024213,82780.2590947346
2024-03-17,51938.45681112807,24596.13580811498,82089.31155891916
2024-03-18,51131.52248873808,24395.47303411351,83070.99599619335
2024-03-19,49965.49728333961,20606.89915574573,79804.65160490011
2024-03-20,48595.66155988946,20255.256957060694,77993.71064474918
2024-03-21,44918.47592372551,16524.014447016525,70583.13201547449
2024-03-22,40968.458593162344,11603.031793007545,71018.63112873677
2024-03-23,38529.749679544926,9331.56615730943,66694.5606774867
2024-03-24,34062.00242185954,5750.644901854604,63146.29323860109
2024-03-25,31647.281162464307,1757.7222109600668,58795.31723497711
2024-03-26,29219.22678421022,126.81418010377871,56298.43283737055
2024-03-27,26949.129917029084,-2942.629321749333,55909.601375791855
2024-03-28,22741.82979186443,-5161.380138698247,51478.60370305156
2024-03-29,18632.531154531927,-8239.79323518665,44923.08479316445
2024-03-30,16398.484510330527,-13631.01820535916,45562.61635389469
2024-03-31,12470.1305082436,-15322.529078758018,40415.30781601065
2024-04-01,10923.548867294354,-19924.41744181913,39362.75831641768
2024-04-02,9665.119476316348,-19836.7705725184,37343.533373467384
2024-04-03,8833.359308926827,-22494.507090225543,37606.272323396755
2024-04-04,6295.663507725484,-22904.19247543989,36284.36260605636
2024-04-05,4046.055049899736,-24935.131376409692,31259.635788601823
2024-04-06,3817.864427192014,-25150.033063975203,32766.48702575631
2024-04-07,1995.9150938663324,-25114.926443607823,30870.99764692456
2024-04-08,2610.029459947269,-26974.794576995922,30725.28873433097
2024-04-09,3520.737518966869,-23368.494941241668,30509.89340070058
2024-04-10,4822.126932069895,-21157.09798119412,35569.02128104061
2024-04-11,4339.539435282188,-26167.9273977371,33846.25941872286
2024-04-12,4028.1963927626452,-24176.455685095672,32342.60992446607
2024-04-13,5586.655744371379,-23898.879516982997,32365.872582067008
2024-04-14,5369.659756418462,-21369.082476044056,33336.37245108225
2024-04-15,7382.175202430436,-21240.088381830774,36238.32529294674
2024-04-16,9465.498401983701,-20663.178612531425,38258.32226722488
2024-04-17,11700.357730000056,-17712.801627334586,39731.23035271892
2024-04-18,11904.71640409014,-15912.795137038986,40944.71543576206
2024-04-19,12032.359399252437,-16280.925676784902,38975.18931751625
2024-04-20,13786.171773482218,-13300.671605585923,42092.472673011485
2024-04-21,13530.67602496584,-15791.128293077792,40351.90253282853
2024-04-22,15285.641414343863,-12842.493435042656,41777.02374442919
2024-04-23,16911.651659539544,-10530.006358058661,44635.66557530762
2024-04-24,18512.580051340698,-10292.126307507013,46615.1733419873
2024-04-25,17932.692591473467,-12186.278367825355,47453.10726506364
2024-04-26,17154.4826870064,-12072.873885481396,45917.646372444244
2024-04-27,17911.16468819206,-9143.954786636143,47548.65214896527
2024-04-28,16598.41430118185,-11950.188896237813,45176.22966981282
2024-04-29,17267.18888976499,-12966.025919554162,47600.66094982494
2024-04-30,17808.53334715085,-9316.639382941778,46735.14453019178
2024-05-01,18355.33857993963,-12016.428628149462,42741.36262207472
2024-05-02,16778.789494843746,-11248.608549905199,45204.64393005306
2024-05-03,15085.620236565135,-14104.780883075011,44408.671546768805
2024-05-04,15030.115800538819,-14971.050885786763,42238.16330309004
2024-05-05,13025.457278102924,-16279.468307062449,41501.87987023269
2024-05-06,13136.250207764115,-17848.67897477366,42556.325716958934
2024-05-07,13263.145327694612,-14962.211430572283,42128.70765957902
2024-05-08,13544.519554357219,-12697.662323921631,42875.01340880402
2024-05-09,11852.952002692786,-16707.811925966118,40137.555929509785
2024-05-10,10192.608314074498,-19651.200425138708,37140.89948673791
2024-05-11,10311.465230643997,-18553.199728914868,39353.75907528878
2024-05-12,8612.963562245512,-20687.657296031655,37010.67503905832
2024-05-13,9148.917994653832,-17521.876864784343,36827.654318099514
2024-05-14,9804.580553018395,-16624.50903249338,38486.72250972531
2024-05-15,10700.811961307749,-17424.819620378126,38643.127920449646
2024-05-16,9691.081526064543,-20076.583528343974,37985.54638752195
2024-05-17,8759.394118463773,-17943.07537172776,38287.6464564859
2024-05-18,9633.061898792586,-20608.754775137757,39943.98982456819
2024-05-19,8694.894902423472,-20911.648886434894,37466.505600994555
2024-05-20,9976.625830888168,-18808.602107390794,36358.17859869961
2024-05-21,11344.453889915796,-17582.699468996772,41178.007550381306
2024-05-22,12901.651360170701,-15831.309605825998,42778.53522392699
2024-05-23,12485.944609976377,-15258.891326073517,39913.29236987039
2024-05-24,12067.761006091,-15847.108006532853,40578.272650045
2024-05-25,13363.254157794723,-15480.770151317276,42711.27951960368
2024-05-26,12746.678364402018,-17339.650433158728,43311.631133591975
2024-05-27,14243.926314131859,-13683.664878983865,43581.37231071015
2024-05-28,15718.115473533939,-12299.552770702783,44319.265857194434
2024-05-29,17272.169232715296,-15415.469975020273,46366.852105831196
2024-05-30,16746.108509631453,-12245.028696242773,45581.59723870392
2024-05-31,16115.150768470536,-11054.975183091601,44070.44326353177
2024-06-01,17102.53541207166,-8758.961433420647,43756.873485222495
2024-06-02,16091.654144620017,-12718.80380460449,44622.75194036802
2024-06-03,17119.30859349466,-12461.445849047223,46591.44173178272
2024-06-04,18060.989371082367,-11764.164504828565,47820.269822433394
2024-06-05,19033.131532567204,-9814.913889361478,48169.10108323598
2024-06-06,17890.07094150666,-10564.957710881497,46560.88068255624
2024-06-07,16621.80690081422,-11522.341863523156,45060.21826321127
2024-06-08,16966.498046285284,-11137.948679333625,45886.03609434016
2024-06-09,15322.277161372403,-15581.719094031732,45320.510518963834
2024-06-10,15740.213563163394,-12852.835429815881,45916.87276380336
2024-06-11,16109.32253114145,-13838.308823372981,46932.92963125037
2024-06-12,16558.580964364784,-13976.721073127912,46787.57342643235
2024-06-13,14953.67689805055,-14545.561606252566,42914.1195899256
2024-06-14,13294.60024711251,-15870.556990411687,42488.91846504037
2024-06-15,13328.002710634133,-16147.539524360314,43034.267869800875
2024-06-16,11458.912429328173,-16363.650783741032,39025.96521686392
2024-06-17,11743.631072354006,-15639.829794294188,40163.571528863096
2024-06-18,12074.711065613517,-19206.91552607513,41012.74784761372
2024-06-19,12582.9697394132,-16678.063361950535,41054.00699462811
2024-06-20,11134.265120002068,-18723.926840599455,40981.19069344676
2024-06-21,9727.137482617416,-18609.87421114307,37197.067258314884
2024-06-22,10105.241151481769,-17845.772058998064,37140.73161944711
2024-06-23,8669.148702941065,-22083.809104918368,36611.829323052094
2024-06-24,9469.35177149386,-19743.226844283927,35378.610555888336
2024-06-25,10391.353088116837,-16079.962809097146,39523.97763929684
2024-06-26,11557.8036237329,-16673.745323929947,40847.342525937755
2024-06-27,10825.407099655495,-17392.51883754456,39536.175429847084
2024-06-28,10182.693949319133,-17068.848681285694,39791.145909437124
2024-06-29,11362.587654565967,-18202.071173827513,40114.40215528485
2024-06-30,10754.344456329098,-17617.032773358496,39468.82874112741
2024-07-01,12396.690050725527,-17452.288169610372,39699.851835774236
2024-07-02,14163.047513404785,-14538.44150165336,42528.84975814958
2024-07-03,16163.810386304309,-12725.987767254552,46022.379769283056
2024-07-04,16243.38342271264,-11529.453562751421,46772.17645264254
2024-07-05,16378.093447979283,-12065.797367398014,45473.64857214079
2024-07-06,18288.89365831769,-11579.743862530531,46800.2599295848
2024-07-07,18353.44267779092,-8411.342783960075,47294.4955993185
2024-07-08,20599.382124166747,-7413.1726222431835,50142.38457135058
2024-07-09,22889.7067929846,-4432.837185677243,51856.80918965984
2024-07-10,25325.180907535007,-2083.674255645255,55008.28034372765
2024-07-11,25741.522029248146,-3498.4254646469403,55314.073123987786
2024-07-12,26107.453728166212,-4453.828343183207,56985.78583682002
2024-07-13,28137.548504433595,-1.651486748749054,55216.70398717294
2024-07-14,28204.43997057835,847.8901688784791,57534.51031222626
2024-07-15,30332.225372501853,3154.255124737703,58287.43866351781
2024-07-16,32381.94933452778,1328.6725307881165,60624.4596964104
2024-07-17,34454.11899568739,6332.04629835123,61899.69149459995
2024-07-18,34385.968487788814,5262.404805017757,63077.158064252115
2024-07-19,34149.570217637855,7430.000732622843,63842.41293141798
2024-07-20,35464.710868555434,9313.57918241515,63596.013643952414
2024-07-21,34711.10778761876,7588.4316359730055,62850.25880009188
2024-07-22,35921.783793844574,8568.772833425308,65103.16527283853
2024-07-23,36968.488947100705,6775.675816804411,66838.61498572449
2024-07-24,37964.117527530856,8289.323528346147,66413.24447666942
2024-07-25,36759.83722653906,8988.952187004357,66534.4517043586
2024-07-26,35343.02789400166,6951.826034781905,64332.609984301605
2024-07-27,35449.948639408045,5554.597150654795,61083.79487632453
2024-07-28,33477.71088326456,3749.8167493492087,63015.79972642174
2024-07-29,33477.37839776355,5702.795608445967,62917.98501234108
2024-07-30,33339.08694706855,5331.4035407930605,61354.17110850595
2024-07-31,33194.136871358445,4037.5921527648566,58920.50575337937
2024-08-01,30911.781654964878,1407.4467311213855,58590.292915431026
2024-08-02,28496.816693396424,-1433.9836874697444,57650.62745068905
2024-08-03,27701.89461143819,-3210.135495884581,55104.98026061816
2024-08-04,24939.15279053141,-4476.556681397704,52000.53609728517
2024-08-05,24272.98251239346,-6601.777823270044,53360.53912310655
2024-08-06,23604.84078160754,-3823.960197381804,51831.17204530879
2024-08-07,23075.06647287526,-4174.083188895565,52118.4387524355
2024-08-08,20559.43175208476,-8275.268505610746,47743.79367510778
2024-08-09,18066.540260758797,-9913.193103776071,46478.9940199057
2024-08-10,17350.004823299525,-12194.549377075145,45642.64383440236
2024-08-11,14819.995657460877,-13482.74853261504,44219.0347581299
2024-08-12,14535.992536955231,-15013.90554941526,44084.03352393511
2024-08-13,14391.644566016905,-16175.53823643958,42576.8767961967
2024-08-14,14516.700233493164,-14538.177162446576,41517.44001667027
2024-08-15,12773.738054746183,-12672.722260976769,41793.60126217295
2024-08-16,11155.806942213609,-16948.64290916411,38640.31633389183
2024-08-17,11398.905012384803,-16988.55065523912,41420.23615730774
2024-08-18,9893.882107245072,-20035.08126002097,38946.861950022205
2024-08-19,10679.59222787958,-18528.32095487299,40105.35496768456
2024-08-20,11628.190888999628,-19685.47929986499,41171.34366426778
2024-08-21,12847.530204656474,-16893.130289967612,42421.89467666186
2024-08-22,12178.371182948009,-17025.684695101598,39580.971834386335
2024-08-23,11592.510834447687,-17754.365708802143,39859.40925024797
2024-08-24,12805.74085510693,-18623.582805868824,40507.0998697304
2024-08-25,12190.211117204273,-15849.407575569425,42353.02679223421
2024-08-26,13768.012349695458,-13612.106568717943,42162.16036522357
2024-08-27,15396.861753703737,-12223.572093026916,44245.81727414704
2024-08-28,17172.833972690627,-10981.628463931267,46162.754817502035
2024-08-29,16927.84767736665,-11147.254174655696,45755.302935812775
2024-08-30,16627.99760051672,-11846.081571232884,45178.53842928361
2024-08-31,17986.642700402437,-12145.29266232796,45310.29609826233
2024-09-01,17376.81949018492,-11214.17629204583,46098.490776488274
2024-09-02,18824.792752556437,-11112.397696148917,46526.71638695889
2024-09-03,20195.627352017233,-8681.316500469326,50238.22926177825
2024-09-04,21595.725696740854,-6859.105277228744,52161.0148589392
2024-09-05,20870.0453846241,-6231.740296286963,49602.899014901996
2024-09-06,20000.093202163003,-8680.880611783568,46626.95454066481
2024-09-07,20716.614404627027,-7676.017141966027,49445.412134660706
2024-09-08,19411.55628227737,-7908.06147971011,47431.20874704764
2024-09-09,20131.129667545043,-7943.784453873101,46056.9033527158
2024-09-10,20760.8647049965,-8456.074200838853,51500.44778233627
2024-09-11,21427.618887569282,-7248.775214501403,51010.18907104366
2024-09-12,19996.265827913707,-7882.8382956948635,47362.66337159496
2024-09-13,18467.174971974528,-9629.03452745803,49026.92418883777
2024-09-14,18588.41494072066,-10568.489220423713,48591.111878532145
2024-09-15,16767.27259785955,-13624.514438337048,44058.7340890716
2024-09-16,17062.923558956423,-13249.031045300602,46237.39979468695
2024-09-17,17371.161147651816,-10301.30134856285,48074.15375501408
2024-09-18,17826.15080056572,-13204.71136069373,47249.89682196732
2024-09-19,16296.94543721492,-10978.069129372476,46534.332810575404
2024-09-20,14784.876886394832,-13499.380317374418,42512.285982452835
2024-09-21,15035.758621792407,-13998.242955436968,43190.70550616055
2024-09-22,13451.492064629092,-16868.56300819226,41650.34822182896
2024-09-23,14082.909898684922,-14985.619882902052,43917.09335741745
2024-09-24,14814.758749056957,-12220.075189484123,44409.84109740277
2024-09-25,15767.781301462312,-12137.482602309648,43085.39977311676
2024-09-26,14795.62436211343,-14876.188625850695,45047.98746547851
2024-09-27,13882.67708148702,-13401.033541315644,40632.323522218685
2024-09-28,14756.762169448399,-13672.396381351644,43593.62519444269
2024-09-29,13801.258718007019,-18292.573742970722,41590.561497570234
2024-09-30,15048.475597400447,-13532.795432532745,44801.40860877296
2024-10-01,16365.162864654434,-12263.299335222271,45371.12766444706
2024-10-02,17855.106336478075,-8432.541177107758,47504.29092293722
2024-10-03,17356.517313133572,-9760.928402967904,45083.350861453204
2024-10-04,16840.307989527977,-12361.46306078514,46843.167680810875
2024-10-05,18023.162914915873,-11019.54353390306,47690.13980017838
2024-10-06,17279.974234051697,-11947.551321736224,46921.199824596246
2024-10-07,18637.45069412521,-11116.910668341667,45114.67832336914
2024-10-08,19959.781043914398,-7122.7813484996705,48328.95126629079
2024-10-09,21351.29253893341,-7541.124589556981,51157.16011675051
2024-10-10,20653.814614967396,-8212.44227655107,49821.9768470378
2024-10-11,19844.838923464617,-9382.9353722106,50195.909671345544
2024-10-12,20650.389322430718,-6296.507967582042,47874.96209008874
2024-10-13,19457.175282564105,-7535.205238355808,47677.62203387878
2024-10-14,20305.846761116445,-7919.250873132475,47161.530347986234
2024-10-15,21076.241357645136,-10338.41179081624,46883.739495934984
2024-10-16,21889.576488492028,-7796.73255455147,48985.029204766506
2024-10-17,20605.31016126024,-7680.057652119639,50840.127445423976
2024-10-18,19218.776173132042,-10729.330648285313,48448.76585964031
2024-10-19,19473.522648866816,-8367.647062369468,46604.77595402838
2024-10-20,17772.942950862776,-10943.062609952909,48400.365209883115
2024-10-21,18173.032384802875,-9352.761425635836,47954.015906002656
2024-10-22,18567.176235639854,-11470.136174371466,46573.78272265379
2024-10-23,19087.93550885994,-9127.306528637913,46916.53697604771
2024-10-24,17603.566109593943,-9807.41031231586,45304.2088876696
2024-10-25,16115.387585658113,-14028.188785641703,45868.67823685372
2024-10-26,16369.938491832956,-12482.394849490656,45564.905240730324
2024-10-27,14770.513138620192,-13764.637568294354,42400.111371465515
2024-10-28,15369.916287649115,-13447.73063152583,44577.34611632374
2024-10-29,16055.341768196091,-13554.933841664228,46524.39420237637
2024-10-30,16950.33910171794,-10838.879552944727,45330.627784807424
2024-10-31,15911.598902141293,-12500.13984001559,44023.34387742294
2024-11-01,14926.66566545077,-13046.31026135571,44143.26952935858
2024-11-02,15726.50515133119,-13168.155173063215,44156.525742412385
2024-11-03,14697.509197016621,-12903.170076719633,42310.12689085903
2024-11-04,15874.76087233498,-12759.534027975187,44677.95161239996
2024-11-05,17127.450956674053,-12959.694689969827,46604.04256058457
2024-11-06,18561.39392266728,-10903.811045263381,48194.372851731656
2024-11-07,18016.35784595349,-9623.42604470363,46667.881991765404
2024-11-08,17464.300538476324,-13643.356043101527,46494.42728960885
2024-11-09,18622.42330414159,-9722.150722996605,48614.3201328433
2024-11-10,17865.610335810557,-11812.505681310471,43741.74806657876
2024-11-11,19220.063267416917,-10091.037715800818,48422.97117724172
2024-11-12,20549.010298478694,-6625.346655260432,50366.47195175806
2024-11-13,21955.428699477332,-7988.577704364429,49523.78467696282
2024-11-14,21279.488221593576,-7133.310368344179,49244.438202437595
2024-11-15,20496.80351610153,-5902.578404378132,48868.047867871035
2024-11-16,21331.405619749956,-8972.652028328443,49103.354388376676
2024-11-17,20168.002095694483,-9059.712823161546,47964.25243919404
2024-11-18,21045.33980557864,-8729.318596916308,51468.46602130045
2024-11-19,21841.556977303604,-7361.576071103597,50509.02904903678
2024-11-20,22676.473220150445,-4138.597097238933,51468.42919103963
2024-11-21,21408.53718381598,-7058.135547957281,50412.92128529408
2024-11-22,20032.534132111105,-9379.496863048138,49674.3979445041
2024-11-23,20291.979247432515,-6209.072889009224,50073.18959189245
2024-11-24,18590.78316072313,-10821.857331317226,48311.248238811226
2024-11-25,18986.021247425666,-11363.6514469892,47764.471519763334
2024-11-26,19372.711068227385,-9839.064983036544,47791.619422976495
2024-11-27,19885.563951753913,-7953.472205043394,50433.39720296452
2024-11-28,18395.446878890525,-10250.772963595477,49245.297069031556
2024-11-29,16906.672029071786,-12471.737383168815,44485.862553908984
2024-11-30,17169.053063544157,-13409.248268617579,45188.84973491812
2024-12-01,15589.325662011466,-12610.532674026861,43472.48886090331
2024-12-02,16223.772290554962,-14961.101840006611,44063.89117830375
2024-12-03,16962.961159670045,-11795.190730564773,43047.2696031551
2024-12-04,17933.56789756953,-9812.067120060285,47040.71937964035
2024-12-05,16995.015468831854,-13279.802485710408,46381.26888218929
2024-12-06,16137.045894100393,-10819.985001558525,45472.91879902663
2024-12-07,17092.155944174436,-12021.837490929227,46988.90391070537
2024-12-08,16247.484490820438,-11078.400323356398,44731.976715268895
2024-12-09,17637.978981430053,-12781.461312502624,45354.91542873519
2024-12-10,19131.736141056943,-9377.093707925484,48900.56386545212
2024-12-11,20832.468633096847,-9181.906090299248,49618.65760965538
2024-12-12,20576.814941359873,-9004.410769879349,47891.66402954748
2024-12-13,20332.586801511738,-8886.058023585598,48386.65601615892
2024-12-14,21811.866712632167,-4819.095748282972,50169.18993457867
2024-12-15,21383.523718195087,-7592.541159944254,51359.25455829614
2024-12-16,23066.956144805474,-7189.454436200206,51074.889469383306
2024-12-17,24717.93888873017,-6768.147815003302,53639.03458003085
2024-12-18,26431.51125363433,-800.7270331532112,54661.50514618606
2024-12-19,26039.60913436296,-3509.8236945320723,54616.588752412084
2024-12-20,25509.525081356624,-3224.194443719931,53583.03267189795
2024-12-21,26557.101000112896,-2318.659679594823,56653.231597454054
2024-12-22,25559.21717537527,-3968.743463459147,55139.452550059956
2024-12-23,26547.38525357893,-1968.2326294725624,54839.70048286799
2024-12-24,27393.325236169672,-1216.2958631455115,57665.67997135757
2024-12-25,28211.468438797492,-3102.759002133653,56707.60816625549
2024-12-26,26856.099524216315,618.1563671170695,56839.250266522606
2024-12-27,25319.23359336317,-4088.302935132106,56593.14083128286
2024-12-28,25343.14835857309,-3829.568720694234,52860.65743815794
2024-12-29,23332.15277779891,-4616.338313265891,51581.30492135675
2024-12-30,23345.419418890044,-6741.772873545316,52131.20828590826
2024-12-31,23281.7816544489,-7516.1110590053895,52788.06182015982
